id;accession_number;artist;artistRole;artistId;title;dateText;medium;creditLine;year;acquisitionYear;dimensions;width;height;depth;units;inscription;thumbnailCopyright;thumbnailUrl;url
52735;D25398;Turner, Joseph Mallord William;artist;558;A Stretch of Sands;c.1820–30;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1820;1856;support: 188 x 274 mm;188;274;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/6c52a5071fb17c46ae76067d1938b64f;http://www.tate.org.uk/art/artworks/turner-a-stretch-of-sands-d25398
62372;D35244;Turner, Joseph Mallord William;artist;558;A Steamer Leaving Harbour;c.1845;Chalk and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1845;1856;support: 221 x 332 mm;221;332;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/0c9535ed7133f5cfe8edde6f1dfa11ff;http://www.tate.org.uk/art/artworks/turner-a-steamer-leaving-harbour-d35244
63056;D35968;Turner, Joseph Mallord William;artist;558;View, with Towers, Etc.;after c.1830;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1830;1856;support: 245 x 341 mm;245;341;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/a1bd0a842316142ce59dcdde8bcb93eb;http://www.tate.org.uk/art/artworks/turner-view-with-towers-etc-d35968
8390;N03624;Laroon, Marcellus, the Younger;artist;329;Two Gentlemen Going Shooting with a Dog and a Groom with Two Shooting Ponies;1771;Ink, watercolour and graphite on paper;Presented by H. Reitlinger through the Art Fund 1922;1771;1922;support: 496 x 335 mm;496;335;;mm;date inscribed;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/69c0a8250bfacfef637966b2c9ccc5d2;http://www.tate.org.uk/art/artworks/laroon-two-gentlemen-going-shooting-with-a-dog-and-a-groom-with-two-shooting-ponies-n03624
52535;D25198;Turner, Joseph Mallord William;artist;558;?Richmond Hill and Bridge;c.1828–9;Graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1828;1856;support: 357 x 488 mm;357;488;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/0ba4320416bb985a593ad66cf0ee34a8;http://www.tate.org.uk/art/artworks/turner-richmond-hill-and-bridge-d25198
52463;D25126;Turner, Joseph Mallord William;artist;558;The High Street, Oxford;c.1837–9;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1837;1856;support: 361 x 487 mm;361;487;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/39f795d74ae01ee1fffc1cfa3247a89d;http://www.tate.org.uk/art/artworks/turner-the-high-street-oxford-d25126
55041;D27714;Turner, Joseph Mallord William;artist;558;The Vision of Columbus, for Rogers’s ‘Poems’;c.1830–2;Graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1830;1856;support: 232 x 310 mm;232;310;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/3aa8f3fce8a3dbaa6fbb22f0b5e2d837;http://www.tate.org.uk/art/artworks/turner-the-vision-of-columbus-for-rogerss-poems-d27714
24866;T10432;Martin, Charles;artist;2441;[title not known];date not known;Watercolour on paper;Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996;;1997;support: 97 x 235 mm;97;235;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/eda44cc2b78e503613c8a1b365aea298;http://www.tate.org.uk/art/artworks/martin-title-not-known-t10432
23538;T08254;Skelton, Jonathan;artist;497;Greenwich Park, a Capriccio;1757;Graphite, ink and watercolour on paper;Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996;1757;1996;support: 250 x 541 mm;250;541;;mm;date inscribed;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/a4e468d6f30b037924b6d4e359f3ba83;http://www.tate.org.uk/art/artworks/skelton-greenwich-park-a-capriccio-t08254
22647;T08462;Cristall, Joshua;artist;123;[title not known];1807;Watercolour on paper;Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996;1807;1997;support: 146 x 217 mm;146;217;;mm;date inscribed;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/d6729e2f7fca3d5f269d3f804023e479;http://www.tate.org.uk/art/artworks/cristall-title-not-known-t08462
23576;T08510;Smith, John `Warwick';artist;508;[23] Palace of Portici and View;1778–9;Graphite and watercolour on paper;Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996;1778;1997;support: 301 x 471 mm;301;471;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/6cf1d55363a0e836cf6ef03b3881eee9;http://www.tate.org.uk/art/artworks/smith-23-palace-of-portici-and-view-t08510
12767;A00846;Rossetti, Dante Gabriel;artist;461;Study of a Man Smoking a Long Pipe;c.1849;Ink and watercolour on paper;Bequeathed by J.R. Holliday 1927;1849;1927;support: 190 x 92 mm;190;92;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/985dc6aff865689dc1eb3a1c07f746a8;http://www.tate.org.uk/art/artworks/rossetti-study-of-a-man-smoking-a-long-pipe-a00846
44493;D17137;Turner, Joseph Mallord William;artist;558;Lecture Diagram: Figure, with Outstretched Arms and Legs, Enclosed within a Circle: Front View;c.1812–28;Graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1812;1856;support: 588 x 714 mm;588;714;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/3be60a9a178fa45977a82185bfcc124d;http://www.tate.org.uk/art/artworks/turner-lecture-diagram-figure-with-outstretched-arms-and-legs-enclosed-within-a-circle-d17137
28561;D01150;Turner, Joseph Mallord William;artist;558;Interior of a Church with Rood-Screen and Figures;1796–7;Gouache, graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1796;1856;support: 113 x 93 mm;113;93;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/1740a8cb4da29ba851d0cffecd8170ce;http://www.tate.org.uk/art/artworks/turner-interior-of-a-church-with-rood-screen-and-figures-d01150
28646;D01237;Turner, Joseph Mallord William;artist;558;Trees Seen against a Sunset Sky;1796–7;Gouache, graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1796;1856;support: 93 x 113 mm;93;113;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/d26fb3e989ecda53b65d9a2924a67161;http://www.tate.org.uk/art/artworks/turner-trees-seen-against-a-sunset-sky-d01237
28566;D01155;Turner, Joseph Mallord William;artist;558;Study of Clouds;1796–7;Gouache, graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1796;1856;support: 113 x 93 mm;113;93;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/999b1188cfd149f5f1ad032c2ad565e9;http://www.tate.org.uk/art/artworks/turner-study-of-clouds-d01155
28539;D01128;Turner, Joseph Mallord William;artist;558;A Sailing Boat;1796–7;Gouache, graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1796;1856;support: 93 x 113 mm;93;113;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/39880ab605846510b062ff091580f8c0;http://www.tate.org.uk/art/artworks/turner-a-sailing-boat-d01128
55043;D27716;Turner, Joseph Mallord William;artist;558;Evening (Datur Hora Quieti), for Rogers’s ‘Poems’;c.1830–2;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1830;1856;support: 242 x 308 mm;242;308;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/89680a79183a2441e8651d8f39f5a423;http://www.tate.org.uk/art/artworks/turner-evening-datur-hora-quieti-for-rogerss-poems-d27716
13809;T00126;Steer, Philip Wilson;artist;1990;Low Tide, Greenhithe;1932;Watercolour on paper;Bequeathed by Miss Grace English 1957;1932;1957;support: 222 x 305 mm;222;305;;mm;date inscribed;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/95df53c6384541febc5ec86fa10faa49;http://www.tate.org.uk/art/artworks/steer-low-tide-greenhithe-t00126
6349;T04302;Duncombe, Susanna;artist;2284;Head of an Old Lady Wearing a Black Hat with Blue Ribbons;date not known;Graphite and watercolour on paper;Presented by Mrs Joan Highmore Blackhall and Dr R.B. McConnell 1986;;1986;support: 88 x 71 mm;88;71;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/f4f14e53380bfc3a0b07e2654e771c8b;http://www.tate.org.uk/art/artworks/duncombe-head-of-an-old-lady-wearing-a-black-hat-with-blue-ribbons-t04302
68721;T07819;Lanyon, Peter;artist;1467;Coast;1953;Watercolour, gouache, graphite and charcoal on paper;Bequeathed by Jean Sheers 2000, accessioned 2002;1953;2002;support: 466 x 620 mm;466;620;;mm;;© The estate of Peter Lanyon;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/9ce7fbbfa28897d81e2ebf9f209b28e3;http://www.tate.org.uk/art/artworks/lanyon-coast-t07819
22934;T08919;Girtin, Thomas;artist;211;An Ancient Castle. Sketching Society Subject;date not known;Graphite and watercolour on paper;Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996;;1997;support: 204 x 303 mm;204;303;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/86b1e5a614110e08c2368a4a45ce58a2;http://www.tate.org.uk/art/artworks/girtin-an-ancient-castle-sketching-society-subject-t08919
46067;D18714;Turner, Joseph Mallord William;artist;558;Boats on River;c.1825;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1825;1856;support: 113 x 187 mm;113;187;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/2c49faab422eced6f1144d415a2fd4d9;http://www.tate.org.uk/art/artworks/turner-boats-on-river-d18714
46030;D18677;Turner, Joseph Mallord William;artist;558;River Scene;c.1825;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1825;1856;support: 114 x 188 mm;114;188;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/e4827dc90e14f24bfad20f9145c42dcb;http://www.tate.org.uk/art/artworks/turner-river-scene-d18677
63104;D36016;Turner, Joseph Mallord William;artist;558;Valley, with Ruined Castle on Hill;after c.1830;Graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1830;1856;support: 244 x 299 mm;244;299;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/9a26aaf22da8607a8cb21eaca60f2c27;http://www.tate.org.uk/art/artworks/turner-valley-with-ruined-castle-on-hill-d36016
46068;D18715;Turner, Joseph Mallord William;artist;558;Scene on River, at London Bridge;c.1825;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1825;1856;support: 113 x 187 mm;113;187;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/de52aaa99d22bb6d9d2615a38cd8fa03;http://www.tate.org.uk/art/artworks/turner-scene-on-river-at-london-bridge-d18715
59334;D32117;Turner, Joseph Mallord William;artist;558;On the Grand Canal, Looking towards the Palazzo Mocenigo, with the Palazzo Foscari beyond;1840;Graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1840;1856;support: 221 x 320 mm;221;320;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/7dcae6e9084953aaa2189fa2d0deb644;http://www.tate.org.uk/art/artworks/turner-on-the-grand-canal-looking-towards-the-palazzo-mocenigo-with-the-palazzo-foscari-d32117
60704;D33533;Turner, Joseph Mallord William;artist;558;Lausanne, from the West: Sample Study;1841;Graphite, watercolour and pen on paper;Accepted by the nation as part of the Turner Bequest 1856;1841;1856;support: 235 x 332 mm;235;332;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/f64aff9ad8965acd6abbe12e180f0019;http://www.tate.org.uk/art/artworks/turner-lausanne-from-the-west-sample-study-d33533
60718;D33547;Turner, Joseph Mallord William;artist;558;View of Town;c.1841;Graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1841;1856;support: 235 x 336 mm;235;336;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/4e9eecd5815e1adef5873e6dd8bb11ba;http://www.tate.org.uk/art/artworks/turner-view-of-town-d33547
63330;D36244;Turner, Joseph Mallord William;artist;558;Fluelen, from the Lake of Lucerne: Sample Study;1844–5;Gouache, graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1844;1856;support: 241 x 295 mm;241;295;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/54d0db332ac662f99cd6abdc9e9af7b6;http://www.tate.org.uk/art/artworks/turner-fluelen-from-the-lake-of-lucerne-sample-study-d36244
64709;D40963;Turner, Joseph Mallord William;artist;558;[title not known];1823–4;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1823;1856;support: 103 x 167 mm;103;167;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/47267c67690b652b134a96b975130f4b;http://www.tate.org.uk/art/artworks/turner-title-not-known-d40963
56121;D28804;Turner, Joseph Mallord William;artist;558;?A River, with Rushes;c.1834–6;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1834;1856;support: 77 x 101 mm;77;101;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/0d72c06742c8653c79e262205c926c67;http://www.tate.org.uk/art/artworks/turner-a-river-with-rushes-d28804
20941;T06836;Moynihan, Rodrigo;artist;1674;Study;c.1935;Watercolour, ink and gouache on paper;Presented by Foundation Rodrigo Moynihan 1994;1935;1994;image: 407 x 293 mm;407;293;;mm;;© The estate of Rodrigo Moynihan;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/89fbc978e84b005e772dcf99b0a3853e;http://www.tate.org.uk/art/artworks/moynihan-study-t06836
24689;T10853;Flaxman, John;artist;186;[title not known];date not known;Graphite, pen and watercolour on paper;Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996;;1997;support: 198 x 156 mm;198;156;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/256a114965aa637a7946a159fc16bcee;http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10853
5408;T01646;González, Joan;artist;1187;Clearing with Ferns. Verso: Trunks of Birch Trees;c.1901–2;Pastel and watercolour on paper. Verso: pastel and watercolour on paper;Presented by Mme Roberta Gonzalez-Richard, the artist's niece 1972;1901;1972;support: 454 x 333 mm;454;333;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/29071ca2b300f64fab1a5e275d24f0ee;http://www.tate.org.uk/art/artworks/gonzalez-clearing-with-ferns-verso-trunks-of-birch-trees-t01646
35655;D08266;Turner, Joseph Mallord William;artist;558;Key to ‘The Battle of Trafalgar, as Seen from the Mizen Starboard Shrouds of the Victory’;1806;Pen and ink and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1806;1856;support: 186 x 234 mm;186;234;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/2c0808da55a4c74ed71e846e66c8b334;http://www.tate.org.uk/art/artworks/turner-key-to-the-battle-of-trafalgar-as-seen-from-the-mizen-starboard-shrouds-of-the-d08266
43707;D16351;Turner, Joseph Mallord William;artist;558;View of the Forum, Rome, with the Capitol and San Lorenzo in Miranda;1819;Gouache, graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1819;1856;support: 232 x 369 mm;232;369;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/fa03bac55b68a452e69ed2fe486188cb;http://www.tate.org.uk/art/artworks/turner-view-of-the-forum-rome-with-the-capitol-and-san-lorenzo-in-miranda-d16351
28625;D01216;Turner, Joseph Mallord William;artist;558;Copy after Richard Wilson: ‘The Convent on the Rock’;1796–7;Gouache, graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1796;1856;support: 113 x 93 mm;113;93;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/0ca3c0b37aa65c5e99e6f3e832acea8c;http://www.tate.org.uk/art/artworks/turner-copy-after-richard-wilson-the-convent-on-the-rock-d01216
45123;D17768;Turner, Joseph Mallord William;artist;558;River Scene (1): ?Yorkshire;c.1822–3;Graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1822;1856;support: 187 x 230 mm;187;230;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/7da8a97552ce25566162a7f58625d7e7;http://www.tate.org.uk/art/artworks/turner-river-scene-1-yorkshire-d17768
36202;D08815;Turner, Joseph Mallord William;artist;558;Corfe Castle from the South-West;1811;Graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1811;1856;support: 170 x 209 mm;170;209;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/4aa49d9b07d7006cfe190a329f92e2af;http://www.tate.org.uk/art/artworks/turner-corfe-castle-from-the-south-west-d08815
45980;D18627;Turner, Joseph Mallord William;artist;558;River Scene;c.1825;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1825;1856;support: 114 x 188 mm;114;188;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/f0e64dadc240cec9d6b9504bd0183e6b;http://www.tate.org.uk/art/artworks/turner-river-scene-d18627
46129;D18776;Turner, Joseph Mallord William;artist;558;Views on River at Mortlake;c.1825;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1825;1856;support: 113 x 187 mm;113;187;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/93116dea4a9432cc153253624c2fb8ef;http://www.tate.org.uk/art/artworks/turner-views-on-river-at-mortlake-d18776
62928;D35840;Turner, Joseph Mallord William;artist;558;Valley, with River, between Mountains;after c.1830;Graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1830;1856;support: 244 x 307 mm;244;307;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/1101d8857a130bd76d551d5ebc989d6e;http://www.tate.org.uk/art/artworks/turner-valley-with-river-between-mountains-d35840
63002;D35914;Turner, Joseph Mallord William;artist;558;Lake, with Mountains: Evening;after c.1830;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1830;1856;support: 215 x 269 mm;215;269;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/98b2c61e708a9f18fbec40ce439198ad;http://www.tate.org.uk/art/artworks/turner-lake-with-mountains-evening-d35914
63309;D36223;Turner, Joseph Mallord William;artist;558;The Entrance to the Via Mala;?1843;Watercolour and gouache on paper;Accepted by the nation as part of the Turner Bequest 1856;1843;1856;support: 243 x 310 mm;243;310;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/ba5df560524ebe9a008cfd494c2c1bfd;http://www.tate.org.uk/art/artworks/turner-the-entrance-to-the-via-mala-d36223
52595;D25258;Turner, Joseph Mallord William;artist;558;Evening;c.1820–30;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1820;1856;support: 286 x 436 mm;286;436;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/4ab15b744707ed1093fa351058757f26;http://www.tate.org.uk/art/artworks/turner-evening-d25258
1773;N03428;Burne-Jones, Sir Edward Coley, Bt;artist;68;Fountain of Youth;1873–81;Watercolour and gouache on paper;Purchased 1919;1873;1919;support: 623 x 1030 mm;623;1030;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/19c959ae647d443c15f6fcc5fd9af6a6;http://www.tate.org.uk/art/artworks/burne-jones-fountain-of-youth-n03428
5959;N05412;Hennell, Thomas;artist;1271;The Tree;c.1938–40;Watercolour on paper;Purchased 1940;1938;1940;support: 318 x 483 mm;318;483;;mm;;© Tate;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/e7d053ca34b95ab82aa7c4611df0fbe9;http://www.tate.org.uk/art/artworks/hennell-the-tree-n05412
12781;N03058;Rossetti, Dante Gabriel;artist;461;The Wedding of St George and Princess Sabra;1857;Watercolour on paper;Purchased with assistance from Sir Arthur Du Cros Bt and Sir Otto Beit KCMG through the Art Fund 1916;1857;1916;support: 365 x 365 mm;365;365;;mm;date inscribed;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/e79449ee82c43a943b742a42b304fa9c;http://www.tate.org.uk/art/artworks/rossetti-the-wedding-of-st-george-and-princess-sabra-n03058
22632;T08837;Cozens, Alexander;and a pupil;118;Landscape Composition. Verso: ?A Swiss View;date not known;Graphite and watercolour on paper. Verso: graphite, watercolour and ink on paper;Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996;;1997;support: 167 x 241 mm;167;241;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/00991634ee6c9b77bceb40ab997b9aaa;http://www.tate.org.uk/art/artworks/cozens-landscape-composition-verso-a-swiss-view-t08837
6585;P77050;Hodgkin, Howard;artist;1295;Mourning;1982;Watercolour, gouache and lithograph on paper;Purchased 1984;1982;1984;image: 920 x 1524 mm;920;1524;;mm;date inscribed;;;http://www.tate.org.uk/art/artworks/hodgkin-mourning-p77050
69836;A01706;Jones, George;artist;300;[title not known];date not known;Ink and watercolour on paper;Presented by the artist's widow 1888;;1888;;;;;;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/9f18accd6de92a54f11fe51f20b4ae1f;http://www.tate.org.uk/art/artworks/jones-title-not-known-a01706
23814;T09378;Tollemache;artist;2537;Landscape with River and Trees;date not known;Chalk, watercolour and ink on paper;Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996;;1997;support: 186 x 232 mm;186;232;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/922ec38c05bf0061a93a40c98a6ef6b5;http://www.tate.org.uk/art/artworks/tollemache-landscape-with-river-and-trees-t09378
24868;T10451;British (?) School;artist;2638;[title not known];date not known;Graphite, watercolour and gum arabic on paper;Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996;;1997;support: 128 x 86 mm;128;86;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/816b43b4f30ab9e1a509e1c79d9c7204;http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10451
24715;T10879;Flaxman, John;artist;186;[title not known];date not known;Graphite, pen and watercolour on paper;Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996;;1997;support: 198 x 157 mm;198;157;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/335c5fb68a6df8a4609da852c8d09336;http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10879
63928;D40161;Turner, Joseph Mallord William;artist;558;[title not known];date not known;Graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;;1856;support: 235 x 331 mm;235;331;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/3f715e38a47eaab1cfb262dba26bc8f2;http://www.tate.org.uk/art/artworks/turner-title-not-known-d40161
56156;D28846;Turner, Joseph Mallord William;artist;558;A Curtained Bed, with a Man and Woman Embracing;c.1834–6;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1834;1856;support: 77 x 101 mm;77;101;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/8aa05ceaaa1c5b02e77aaa322ea99b69;http://www.tate.org.uk/art/artworks/turner-a-curtained-bed-with-a-man-and-woman-embracing-d28846
23340;T08544;Parrott, William;artist;2448;Porte St Denis;date not known;Graphite, watercolour and gouache on paper;Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996;;1997;support: 239 x 342 mm;239;342;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/0c844167a64fd323a3c2caea7385b558;http://www.tate.org.uk/art/artworks/parrott-porte-st-denis-t08544
26013;T07347;Turner, Joseph Mallord William;after;558;"Scene on the Loire; A Distant View of the Château de Clermont";date not known;Watercolour and gouache on paper on card;Presented by Professor Luke Herrmann in memory of Kurt Panzer 1998;;1998;unconfirmed: 141 x 191 mm;141;191;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/229603d89bd43a363e3b601841f5802f;http://www.tate.org.uk/art/artworks/turner-scene-on-the-loire-a-distant-view-of-the-chateau-de-clermont-t07347
26857;T07577;Tuymans, Luc;artist;2612;Untitled;1989;Watercolour on paper;Presented by the Patrons of New Art (Special Purchase Fund) through the Tate Gallery Foundation 1999;1989;1999;support: 208 x 165 mm;208;165;;mm;;;;http://www.tate.org.uk/art/artworks/tuymans-untitled-t07577
25717;T11604;British (?) School;artist;2638;[title not known];date not known;Etching and watercolour on paper;Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996;;1997;;;;;;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/5704de5d6505256dc02556bcb9e83518;http://www.tate.org.uk/art/artworks/british-school-title-not-known-t11604
69573;A01443;Jones, George;artist;300;[title not known];date not known;Ink, watercolour and graphite on paper;Presented by the artist's widow 1888;;1888;;;;;;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/e69f330a8ad420163f0cd5cbe32461fe;http://www.tate.org.uk/art/artworks/jones-title-not-known-a01443
69834;A01704;Jones, George;artist;300;[title not known];date not known;Graphite, watercolour and ink on paper;Presented by the artist's widow 1888;;1888;;;;;;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/be55cc9522403444d93aaa12b80812dc;http://www.tate.org.uk/art/artworks/jones-title-not-known-a01704
97408;AR00243;Warhol, Andy;artist;2121;“The Runaway Pigeon”;1953;Ink, watercolour and graphite on paper;ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008;1953;2009;support: 269 x 295 mm;269;295;;mm;;;;http://www.tate.org.uk/art/artworks/warhol-the-runaway-pigeon-ar00243
59443;D32226;Turner, Joseph Mallord William;artist;558;Venice: The Interior of San Marco, Looking into the North Transept;c.1840;Gouache and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1840;1856;support: 296 x 223 mm;296;223;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/cd8652fd5acb13dbe11cbf49166f34f1;http://www.tate.org.uk/art/artworks/turner-venice-the-interior-of-san-marco-looking-into-the-north-transept-d32226
20949;T06844;Moynihan, Rodrigo;artist;1674;Trees and Undergrowth;1977;Ink and watercolour on paper;Presented by Foundation Rodrigo Moynihan 1994;1977;1994;image: 448 x 568 mm;448;568;;mm;;© The estate of Rodrigo Moynihan;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/c0056978721adbfc4e5c24700a8541a1;http://www.tate.org.uk/art/artworks/moynihan-trees-and-undergrowth-t06844
